state,year,sdg_india_index_no_poverty,sdg_india_index_zero_hunger,sdg_india_index_good_health_and_well_being,sdg_india_index_quality_education,sdg_india_index_gender_equality,sdg_india_index_clean_water_and_sanitation,sdg_india_index_affordable_and_clean_energy,sdg_india_index_decent_work_and_economic_growth,sdg_india_index_industry_innovation_and_infrastructure,sdg_india_index_reduced_inequality,sdg_india_index_sustainable_cities_and_communities,sdg_india_index_responsible_consumption_and_production,sdg_india_index_climate_action,sdg_india_index_life_on_land,sdg_india_index_peace_justice_and_strong_institutions,composite_score_of_sdg_india_index,mean_shore_zone_coastal_water_quality_biochemical_oxygen_demand_bod,mean_shore_zone_coastal_water_quality_total_nitrogen_tn,increase_in_area_under_mangroves_percent,average_marine_acidity_ph_measured_at_representative_sampling_stations_in_the_shore_zone,potential_area_available_for_developed_under_aquaculture_percent,population_living_below_the_national_poverty_line_percent,head_count_ratio_as_per_the_multidimensional_poverty_index_percent,households_with_any_usual_member_covered_by_a_health_scheme_or_health_insurance_percent,persons_provided_employment_to_the_persons_who_demanded_employment_under_mahatma_gandhi_national_rural_employment_guarantee_act_mgnrega_percent,population_out_of_total_eligible_population_receiving_social_protection_benefits_under_pradhan_mantri_matru_vandana_yojana_pmmvy_and_child_development_percent,households_living_in_katcha_houses_percent,population_in_the_lowest_two_wealth_quintiles_percent,elected_women_over_total_seats_in_the_state_or_utlok_sabha_elections_percent,seats_held_by_women_in_panchayati_raj_institutions_percent,scheduled_caste_sc_or_scheduled_tribe_st_seats_in_state_legislative_assemblies_percent,ratio_of_transgender_to_male_labour_force_participation_rate_lfpr_5th_employment,rate_of_total_crimes_against_scheduled_caste_sc_per_1_00_000_sc_population,rate_of_total_crimes_against_scheduled_tribes_st_per_1_00_000_st_population,urban_households_living_in_katcha_houses_percent,deaths_due_to_road_accidents_in_urban_areas_per_1_00_000_population,wards_with_100_percent_door_to_door_waste_collection_under_swachh_bharat_mission_urban_sbmu_percent,household_toilets_constructed_against_target_percent,municipal_solid_wast_msw_processed_to_the_total_municipal_solid_wast_msw_generated_sbmu_percent,wards_with_100_percent_source_segregation_sbm_u_percent,installed_sewage_treatment_capacity_to_sewage_generated_in_urban_areas_percent,urban_households_with_drainage_facility_percent,per_capita_fossil_fuel_consumption,use_of_nitrogenous_fertilizer_out_of_total_n_p_k_nitrogen_phosphorous_potassium_percent,hazardous_waste_generated_per_1_000_population_per1000populationperannum,quantity_of_hazardous_waste_recycled_or_utilized_to_total_hazardous_waste_generated_percent,plastic_waste_generated_per_1_000_population_implementation_of_plastic_waste_management_rules_2011_census_population_projections_per1000populationperannum,biomedical_waste_treated_to_total_quality_of_biomedical_waste_generated_percent,installed_capacity_of_grid_interactive_bio_power_per_10_lakh_population,human_lives_lost_per_1_crore_population_due_to_extreme_weather_events,disaster_preparedness_score_as_per_disaster_resilience_index,renewable_energy_out_of_total_installed_generating_capacity_including_allocated_shares_percent,co2_saved_from_light_emitting_diode_led_bulbs_per_1_000_population,disability_adjusted_life_years_daly_rate_attributable_to_air_pollution_per_1_00_000_population,forest_covered_to_the_total_geographical_area_percent,tree_covered_to_the_geographical_area_percent,geographical_area_covered_by_forest_and_trees_percent,area_covered_under_afforestation_schemes_to_the_total_geographical_area_percent,degraded_land_over_total_land_area_percent,increase_in_area_of_desertification_percent,cases_under_wildlife_protection_act_1972_per_million_hectares_of_protected_area,murders_per_1_00_000_population,cognizable_crimes_against_children_per_1_00_000_population,victims_of_human_trafficking_per_10_lakh_population,missing_children_per_1_00_000_child_population,courts_per_1_00_000_population,cases_under_prevention_of_corruption_act_and_related_sections_of_ipc_per_10_lakh_population,births_registered_percent,population_covered_under_aadhaar_percent,beneficiaries_covered_under_national_food_security_act_nfsa_2013_percent,children_who_are_underweight_under_five_years_of_age_percent,children_who_are_stunned_under_five_years_of_age_percent,anaemic_pregnant_women_in_the_age_group_of_15_to_49_years_percent,anaemic_adolescents_in_the_age_group_of_10_to_19_years_percent,rice_and_wheat_produced_annually_per_unit_area_directorate_of_economics_and_statistics_2018_19,gross_value_added_constant_prices_in_agriculture_per_worker,maternal_mortality_ratio_per_1_00_000_live_births,mortality_rate_per_1_000_live_births_under_5_years_of_age,fully_immunized_children_in_the_age_group_of_9_to_11_months_percent,notification_rate_of_tuberculosis_cases_per_1_00_000_population,human_immunodeficiency_virus_hiv_incidence_per_1_000_uninfected_population,suicide_rate_per_1_00_000_population,death_rate_due_to_road_traffic_accidents_per_1_00_000_population,institutional_deliveries_out_of_the_total_deliveries_reported_percent,monthly_per_capita_out_of_pocket_expenditure_on_health_as_a_share_of_monthly_per_capita_consumption_expenditure_mpce,number_of_physicians_nurses_and_midwives_per_10_000_population,adjusted_net_enrolment_ratio_aner_in_elementary_education_for_classes_1_to_8,average_annual_dropout_rate_at_secondary_level_for_classes_9_to_10,gross_enrolment_ratio_ger_in_higher_secondary_for_classes_11_to_12,students_in_grade_viii_achieving_atleast_a_minimum_proficiency_level_in_terms_of_nationally_defined_learning_outcomes_to_be_attained_by_the_pupils_at_the_end_of_the_grade_percent,gross_enrolment_ratio_ger_in_higher_education_in_the_age_group_of_18_to_23_years,persons_with_disability_completed_at_least_secondary_education_with_age_15_years_and_above_percent,gender_parity_index_gpi_for_higher_education_in_the_age_group_18_to_23_years,literate_persons_under_the_age_of_15_years_and_above_percent,schools_with_access_to_basic_infrastructure_such_as_electricity_drinking_water_percent,trained_teachers_at_secondary_level_for_classes_9_to_10_percent,pupil_teacher_ratio_ptr_at_secondary_level_for_classes_9_to_10,rate_of_crimes_against_women_per_1_00_000_female_population,sex_ratio_at_birth,ratio_of_female_to_male_average_wage_received_among_regular_wage_or_salaried_employees,per_lakh_women_who_have_experienced_cruelty_or_physical_violence_by_husband_or_his_relatives_during_the_year,elected_women_over_total_seats_in_the_state_legislative_assembly_percent,ratio_of_female_to_male_labour_force_participation_rate_lfpr_in_the_age_group_of_15_to_59_years,proportion_of_women_in_managerial_positions_including_women_in_board_of_directors_in_listed_companies_per_1_000_persons,currently_married_women_with_satisfied_family_planning_methods_percent,operational_land_holding_gender_wise_percentage_of_female_operated_operational_holdings_percent,rural_population_getting_safe_and_adequate_drinking_water_within_premises_through_pipe_water_supply_pws_percent,rural_population_having_improved_source_of_drinking_water_percent,individual_household_toilets_constructed_against_target_under_swachh_bharat_mission_gramin_percent,districts_verified_to_be_open_defication_free_odf_status_under_swachh_bharat_mission_gramin_percent,schools_with_separate_toilet_facility_for_girls_percent,industries_complying_with_wastewater_treatment_17_categories_of_highly_polluting_industries_or_grossly_polluting_or_red_category_of_industries_complying_with_wastewater_treatment_percent,ground_water_withdrawal_against_availability_percent,blocks_mandals_taluka_over_exploited_percent,households_electrified_under_ministry_of_power_in_2019_percent,lpg_png_connections_against_number_of_households_as_per_mopng_calculations_as_on_31072020_percent,annual_growth_rate_of_per_capita_gross_domestic_product_gdp_at_constant_prices,ease_of_doing_business_eodb_feedback_score,unemployment_rate_in_the_age_group_of_15_to_59_years_percent,labour_force_participation_rate_lfpr_percent_in_the_age_group_of_15_to_59_years,regular_wage_or_salaried_employees_in_non_agriculture_sector_without_any_social_security_benefit_percent,households_covered_with_a_bank_account_under_pmjdy_against_target_percent,functioning_branches_of_commercial_banks_per_1_00_000_population,automated_teller_machines_atms_per_1_00_000_population,women_account_holders_under_pradhan_mantri_jan_dhan_yojana_pmjdy_percent,targeted_habitations_connected_by_all_weather_roads_under_pradhan_mantri_gram_sadak_yojana_pmgsy,share_of_gross_value_added_gva_in_manufacturing_to_total_gross_value_added_gva_in_current_prices_percent,manufacturing_employment_as_a_percentage_of_total_employment_percent,innovation_score_as_per_the_india_innovation_index,score_as_per_logistics_ease_across_different_states_leads_report,mobile_connections_per_100_persons_mobile_tele_density_as_per_deptof_telecommunications,internet_subscribers_per_100_population_as_per_deptof_telecommunications,cluster
Haryana,"Calendar Year (Jan - Dec), 2020",69,58,72,64,43,80,100,59,66,68,81,77,51,48,71,67,,,,,,11.16,10.9,12.2,79.12016258,97.24,0.2,9.7,10.0,42.12,18.88888889,0.67,21.2,,0.2,15.43075719,93.94141145,93.0,49.94892748,64.98002663,115.7596513,97.4,415.0,75.83818213,4.65814584,177.4634154,2.420170417,100.0,7.25225071,1.056300834,19.5,23.22897417,55.4367653,3928.0,3.62,3.54,7.16,0.384510992,8.803514883,7.750259868,90.0,3.9,55.2,0.694203402,30.33405172,2.974661576,3.089205137,94.0,109.0,99.92,28.8,34.9,55.0,29.9,4272.42,1.986093737,91.0,36.0,87.0,255,0.09,14.5,18.29069323,95.7,10.4,26.27625375,89.31,14.79,56.05,71.6,29.2,25.1,1.23,77.3,98.81660576,89.09837023,15.0,108.5,843.0,0.85,36.04582409,10.0,0.21,236.0,81.3,14.75975344,97.40687837,99.71431711,100,100,98.49360659,96.85592186,136.9112815,60.9375,100.0,127.0796144,5.986985109,13.24,9.8,50.4,56.1,100.0,18.38565022,23.6196214,49.76,100.0,20.22207725,17.6,25.81,3.37,112.77,59.33,1
Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",80,52,78,74,62,85,100,78,61,78,79,77,62,68,73,74,,,,,,8.06,8.1,25.7,90.29906641,95.86,0.2,11.7,0.0,50.13,29.41176471,1.23,10.9,0.3,0.2,43.04812834,100.0,59.0,98.14323607,100.0,98.424,92.4,227.4,62.89231836,3.738167309,65.69987854,0.505228398,100.0,1.249660418,471.9317556,23.0,93.96223317,121.7885498,2318.0,27.72,1.49,29.21,0.16525066,22.98854023,11.80900416,6.0,1.0,34.6,2.322404372,18.19444444,2.568306011,8.469945355,85.6,108.0,100.0,22.6,28.4,50.4,16.2,1738.76,0.601774203,,23.0,86.0,235,0.02,8.0,15.36568694,92.4,14.4,66.16950561,97.82,7.81,81.79,72.75,39.6,25.6,1.3,84.2,97.59499231,79.55168465,9.0,45.4,930.0,0.8,6.398891967,7.352941176,0.8,222.0,71.7,7.433620684,76.57142857,100.0,100,100,97.86543434,98.92183288,84.7826087,50.0,100.0,120.2294686,6.412381167,28.49,5.8,72.1,39.1,100.0,23.43113284,25.52295572,51.96,91.88767551,29.78709068,6.48,25.06,2.72,145.83,82.63,1
Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020",69,71,70,49,46,88,100,47,42,65,57,95,63,52,74,66,,,,,,10.35,15.2,4.2,84.31858391,96.69,4.3,26.4,0.0,33.18,8.045977011,0.25,0.2,0.0,0.4,6.916794283,85.09090909,84.0,16.25251847,12.45454545,21.42673108,94.4,119.7,62.48936532,0.206699657,1264.493554,2.616472783,95.4730197,,23.60106585,12.0,73.84060786,66.42284226,3029.0,39.66,3.57,43.23,0.051166328,46.22490506,5.714333846,,0.9,10.5,0.0,6.155555556,2.269031781,6.060606061,78.5,82.0,97.01,13.0,15.5,38.1,15.8,2339.65,0.883446495,,23.0,109.0,81,0.02,2.1,7.622573091,94.6,18.6,15.76306299,67.88,17.81,42.31,59.75,30.9,19.7,1.09,76.4,80.13666352,80.09377818,12.0,47.8,927.0,0.78,5.420560748,2.298850575,0.45,100.0,66.3,7.601928403,52.86945361,99.889989,100,100,89.02087222,97.31404959,29.23076923,0.0,100.0,131.3043478,4.495837052,5.0,5.6,58.5,44.4,99.71,13.73313343,19.41529235,54.26,89.19925512,8.091408981,9.1,18.62,2.87,85.02,55.23,1
Jharkhand,"Calendar Year (Jan - Dec), 2020",36,19,74,45,51,83,77,54,37,65,71,55,25,71,70,56,,,,,,36.96,46.5,13.3,80.62341045,89.69,6.6,68.0,14.29,51.57,45.67901235,0.86,16.3,4.0,0.8,18.35607876,96.24463519,135.0,63.97616468,85.6223176,13.01386001,75.1,103.4,70.08129188,13.00164656,2.062399309,1.388898696,52.55329132,0.112816476,,7.5,9.480012883,37.15195279,3117.0,29.62,3.33,32.95,0.285124693,16.55597371,1.477653965,,4.3,12.7,6.359765833,2.707224335,1.868014902,2.048962214,85.6,96.0,77.8,42.9,36.2,62.6,34.0,1890.35,0.312846963,71.0,34.0,94.0,146,0.04,4.4,10.11415343,95.8,11.0,3.938431201,89.15,22.26,38.89,84.0,19.1,16.9,0.96,67.3,84.74666725,80.12104283,51.0,47.8,923.0,0.58,8.177850518,12.34567901,0.28,229.0,63.8,11.26568261,35.49472662,99.70510686,100,100,98.32573633,79.14905607,27.76801406,1.153846154,100.0,75.79481699,5.303092999,29.54,5.5,50.5,60.5,100.0,8.589794044,9.547422275,55.74,99.86401674,20.0212532,7.68,17.12,2.88,57.55,30.99,0
Karnataka,"Calendar Year (Jan - Dec), 2020",68,53,78,64,57,85,100,66,64,67,78,89,62,67,76,72,1.04,28.48,0.0,8.03,13.4375,20.91,17.3,28.1,86.33674622,92.35,2.0,27.3,7.14,50.05,22.86995516,0.59,14.4,7.7,0.5,12.17484009,100.0,112.0,64.05,65.33106436,31.92287978,93.7,216.0,52.61605201,6.335935829,54.79048053,4.167700535,100.0,28.39719682,10.236822,18.0,63.20053363,37.53682859,2871.0,20.11,3.26,23.37,0.323831671,27.4788963,0.144893857,2.0,2.0,32.2,2.819463392,4.262378765,2.132787631,5.745035622,94.0,97.0,99.79,32.0,32.5,45.4,17.2,2788.37,0.644917368,92.0,28.0,94.0,135,0.02,17.1,16.59921483,99.9,9.8,70.20423251,100.0,23.43,44.4,83.5,28.8,20.9,1.04,75.7,93.79801363,92.13478515,15.0,42.5,924.0,0.75,7.702245463,3.139013453,0.34,209.0,82.5,20.07409738,59.46817848,100.0,100,100,95.64405885,87.70870337,69.91210277,25.56818182,100.0,108.8052395,6.593059061,7.82,3.9,56.6,38.5,99.97,16.68521415,26.73243503,55.57,100.0,15.87864159,11.74,42.5,3.37,100.28,69.35,1
Kerala,"Calendar Year (Jan - Dec), 2020",83,80,72,80,63,89,100,62,60,69,75,65,69,77,80,75,0.62,21.29,0.0,8.02,4.709230769,7.05,1.1,47.7,88.84764355,97.75,0.3,3.2,5.0,52.42,11.42857143,0.99,28.2,28.9,0.2,6.403379092,85.4638009,126.0,74.96290801,100.0,4.286896552,75.1,189.9,40.21673359,3.0481673,32.63789306,3.808702111,58.66638583,0.064182312,136.2740337,24.5,40.1597862,45.63772969,1698.0,54.42,7.56,61.98,0.049495521,7.658190055,2.449313383,12.0,0.9,50.9,6.194941745,23.37259101,1.656720659,2.614379085,97.2,108.0,100.0,18.7,20.5,22.6,9.1,2920.12,2.201217696,43.0,10.0,92.0,75,0.02,24.3,12.41971239,99.9,17.0,115.000718,92.07,9.14,80.26,86.75,37.0,24.3,1.4,94.6,99.24256033,94.52644335,16.0,62.7,957.0,0.84,17.68179333,5.714285714,0.45,241.0,75.3,22.97722581,35.29145799,99.35308848,100,100,99.28403826,99.22193976,51.24760077,0.657894737,100.0,110.777998,6.925249588,1.11,10.4,55.0,54.4,100.0,19.59681068,27.98574983,58.83,99.5049505,10.76216245,11.77,30.58,3.16,123.01,77.47,1
Ladakh,"Calendar Year (Jan - Dec), 2020",79,71,70,49,46,84,100,59,48,65,57,95,66,27,74,66,,,,,,10.35,15.2,4.2,97.75120754,96.69,4.3,26.4,0.0,33.18,8.045977011,0.25,0.2,0.0,0.4,6.916794283,85.09090909,84.0,16.25251847,12.45454545,21.42673108,94.4,119.7,62.48936532,0.206699657,1264.493554,2.616472783,95.4730197,,23.60106585,12.0,73.84060786,81.40939597,3029.0,1.47,,1.47,0.051166328,46.22490506,5.714333846,,0.9,10.5,0.0,6.155555556,2.269031781,6.060606061,78.5,82.0,99.11,13.0,15.5,38.1,15.8,2339.65,0.883446495,,23.0,109.0,81,0.02,2.1,7.622573091,94.6,18.6,15.76306299,67.88,17.81,42.31,59.75,30.9,19.7,1.09,76.4,80.13666352,80.09377818,12.0,47.8,927.0,0.78,5.420560748,2.298850575,0.45,100.0,66.3,7.601928403,29.80392157,100.0,100,100,89.02087222,97.31404959,29.23076923,0.0,100.0,169.8113208,4.495837052,5.0,5.6,58.5,44.4,99.71,24.66216216,51.68918919,57.87,98.46153846,8.091408981,9.1,18.62,2.87,153.2,55.23,1
Lakshadweep,"Calendar Year (Jan - Dec), 2020",61,74,78,62,58,100,83,62,40,75,56,63,68,67,77,68,,,,,,2.77,1.8,2.9,91.85185185,26.41,0.0,1.2,0.0,37.27,,,,0.0,0.0,0.0,,,,,0.0,48.1,235.0,0.0,0.71641791,0.0,2.208955224,20.87286528,,,9.5,100.0,309.3823529,,90.33,0.97,91.3,0.0,1.4,,,0.0,144.4,0.0,0.0,4.285714286,0.0,64.6,103.0,91.1,,,39.0,,,,,,92.0,23,,0.0,0.0,99.8,9.6,,75.27,4.56,73.5,65.25,7.4,18.0,3.4,95.7,100.0,86.20689655,7.0,115.2,,0.98,0.0,,0.25,,33.6,41.03024858,,,100,100,100.0,,50.0,0.0,,90.90909091,,13.33,32.0,50.1,14.0,100.0,20.58823529,97.05882353,52.65,,,4.79,11.71,,124.28,,3
Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",44,43,62,45,55,88,86,60,37,51,81,78,49,84,66,62,,,,,,31.65,41.1,17.7,79.27065901,95.86,4.5,54.7,13.79,50.0,35.65217391,0.56,46.7,12.5,0.8,17.42738589,100.0,112.0,89.95952677,98.45397048,15.46891263,89.7,110.3,63.037865,3.025076408,67.05537702,0.887768531,91.80039554,1.465584144,3.80503492,16.5,33.53120924,21.77809333,3809.0,25.14,2.71,27.85,,19.17081479,0.860637994,20.0,2.2,63.3,2.602590485,36.64228723,2.510591938,3.849412904,75.2,94.0,100.0,38.7,39.5,54.6,21.2,2656.57,0.688383191,173.0,56.0,89.0,226,0.04,15.1,14.35125222,95.6,12.2,32.83670903,81.19,24.85,43.73,70.5,21.5,17.2,0.97,70.5,75.34191864,81.19037187,36.0,69.0,925.0,0.74,14.35185185,9.130434783,0.36,227.0,78.0,11.88248484,47.95420889,99.64891263,100,100,98.50493916,91.12225979,54.77226574,7.028753994,100.0,85.24314319,4.295953716,43.44,3.7,56.9,61.5,100.0,8.924840308,12.54372873,53.08,99.69193907,8.848306052,6.84,20.82,3.21,65.29,44.24,0
Maharashtra,"Calendar Year (Jan - Dec), 2020",66,44,83,64,51,90,100,62,66,71,87,82,58,52,69,70,1.99,36.46,5.263157895,7.97,10.624,17.35,17.3,15.0,84.28964809,92.98,2.0,26.6,16.67,53.47,18.75,0.65,16.2,5.3,0.2,7.797046703,90.00273149,112.0,82.5498008,86.67030866,69.88726762,94.8,187.0,50.69814958,9.236121294,11.57225143,3.374467629,99.54500304,20.99833436,8.732113583,27.5,30.18259084,18.52507174,2816.0,16.5,3.51,20.01,0.121519078,35.72454202,3.575887037,40.0,1.7,51.8,8.047008896,12.05284016,1.863217171,7.271688566,90.0,98.0,100.0,30.9,34.1,49.3,28.3,1967.9,0.65159406,46.0,22.0,100.0,183,0.07,15.4,11.9216864,99.3,14.5,43.08434997,90.92,13.29,68.93,76.3,32.0,25.7,0.9,80.3,92.73935348,93.82471473,22.0,63.1,880.0,0.75,14.56584537,8.333333333,0.44,196.0,84.0,15.46377569,64.38749832,99.70219926,100,100,96.80096963,92.35783773,54.61538462,3.116147309,100.0,108.6357172,4.997392603,17.5,5.4,58.2,43.3,100.0,11.39186261,22.30424658,54.08,99.03489235,19.38042773,11.24,38.03,3.42,101.07,74.72,1
Manipur,"Calendar Year (Jan - Dec), 2020",60,64,68,63,41,87,96,36,35,70,65,89,57,60,69,64,,,,,,36.89,21.0,3.6,97.06282716,87.84,2.5,41.1,0.0,50.69,33.33333333,,0.0,0.2,0.7,3.983656793,100.0,86.0,69.72972973,67.64705882,18.0,33.3,88.5,52.85359801,,,4.043441558,79.37482459,,81.16883117,11.0,40.92506302,9.946721311,1822.0,75.46,0.77,76.23,0.288529583,38.29435213,1.494875171,44.0,1.8,15.4,60.77170418,11.66666667,1.92926045,1.92926045,100.0,85.0,100.0,13.0,28.9,25.2,10.5,1727.59,0.570907281,,,82.0,83,0.34,1.9,5.014464802,84.6,14.4,37.56065574,100.0,13.03,54.82,72.3,33.7,28.9,1.01,85.6,68.92031379,55.50180018,10.0,17.2,,0.76,0.967741935,3.333333333,0.36,,23.6,6.796071343,69.55445545,100.0,100,100,77.83750258,100.0,2.564102564,0.0,100.0,95.63758389,0.735896408,0.0,10.1,51.5,15.9,99.76,7.001909612,11.42584341,55.87,89.26380368,2.424615855,12.11,22.78,2.42,72.97,52.34,2
Meghalaya,"Calendar Year (Jan - Dec), 2020",77,37,70,48,51,75,50,63,25,88,51,73,62,64,72,60,,,,,,11.87,32.8,34.6,97.95301089,96.61,2.3,46.9,50.0,,91.66666667,1.33,0.0,0.0,0.0,5.580693816,61.40350877,30.0,65.11627907,70.1754386,0.0,75.8,166.0,0.0,0.1521875,1.848049281,0.3946875,100.0,4.227941176,28.125,16.5,73.65618786,13.83915023,1798.0,76.33,3.17,79.5,0.122297026,28.37785902,3.35299953,40.0,2.1,37.8,9.59752322,10.4,3.126934985,1.547987616,100.0,41.0,98.04,30.0,40.4,49.5,31.8,1821.24,0.548697837,,,99.0,154,0.23,6.1,5.445544554,60.4,10.7,24.67970969,97.43,19.47,41.64,64.5,25.8,12.3,1.17,91.4,28.38980162,43.62735181,12.0,34.6,,0.73,1.428571429,5.084745763,0.69,111.0,48.1,34.32359282,23.48668281,100.0,100,100,67.97706798,99.37888199,2.43902439,0.0,100.0,47.5,7.063500531,0.0,2.8,65.2,42.5,100.0,11.73406863,12.5,58.38,63.1840796,8.883794624,1.27,12.15,2.56,70.23,52.34,2
Mizoram,"Calendar Year (Jan - Dec), 2020",80,72,79,60,54,85,100,51,32,64,61,87,66,48,81,68,,,,,,20.4,9.8,45.8,99.92497659,93.45,6.0,17.0,0.0,23.64,97.5,1.35,0.0,0.8,1.3,5.092592593,100.0,18.0,80.08474576,87.12121212,9.803921569,52.0,127.2,64.23562412,1.69e-05,50.0,0.011241554,100.0,,,16.5,65.52904314,53.09433962,1585.0,85.41,2.09,87.5,0.190693041,34.92106636,95.52220125,8.0,1.8,33.7,45.0,0.0,5.333333333,1.666666667,100.0,94.0,99.98,11.3,27.4,26.6,17.9,1688.05,1.143235692,,,92.0,237,1.18,5.9,5.271966527,89.9,9.9,49.90614334,90.08,10.64,51.87,68.25,25.7,17.4,0.94,98.5,83.75926399,61.32508024,10.0,28.7,,0.91,1.016949153,0.0,0.42,,63.8,11.77735202,46.16588419,100.0,100,100,85.4805726,97.14285714,5.263157895,0.0,100.0,114.0740741,0.971931492,2.99,7.3,52.0,11.4,99.92,17.72990886,14.49875725,51.19,67.24137931,0.644401135,5.34,16.93,2.31,109.73,52.34,2
Nagaland,"Calendar Year (Jan - Dec), 2020",73,64,61,39,48,87,69,48,30,46,48,91,69,63,79,61,,,,,,18.88,23.7,6.1,98.95996673,91.3,0.7,42.9,0.0,,98.33333333,0.44,,0.0,0.7,1.14416476,63.24786325,68.0,67.86703601,32.47863248,0.0,59.5,77.9,0.0,0.009372071,50.0,0.125670103,100.0,,56.23242737,10.5,53.57245173,52.5978162,1408.0,75.31,2.19,77.5,,47.05464745,22.47751843,,1.2,8.8,9.259259259,5.52238806,1.527777778,0.462962963,100.0,61.0,94.65,16.3,26.2,28.9,8.4,1665.91,0.740203086,,,54.0,233,0.73,1.9,1.020881671,83.0,7.9,1.107430194,67.38,24.08,33.92,60.95,18.7,11.9,1.11,93.8,63.2630814,36.02674308,11.0,4.1,,0.86,0.0,0.0,0.31,167.0,43.5,9.850304276,40.14263882,100.0,100,100,90.3307888,100.0,1.01010101,0.0,100.0,67.5879397,5.929665391,0.0,18.5,47.8,17.1,99.92,8.865411116,14.33164906,54.75,87.1559633,1.3685384,8.11,14.11,2.28,74.27,52.34,2
Odisha,"Calendar Year (Jan - Dec), 2020",41,42,67,45,46,86,80,48,46,66,70,73,70,83,59,61,0.39,65.0,3.29218107,7.97,41.73101266,32.59,35.9,47.7,85.50740389,,14.2,63.8,33.33,52.68,39.04109589,0.74,26.2,6.0,2.8,25.99731609,100.0,104.0,80.0190295,90.01976285,29.4854674,65.7,141.4,60.63473905,20.67896547,62.80781527,2.013199178,100.0,1.302540416,22.7810783,22.0,31.40329275,120.0720634,3201.0,33.15,2.98,36.13,2.455663522,38.32272794,-0.334260132,4.0,3.1,49.9,20.03201464,22.44301994,2.16327464,8.072261605,86.0,97.0,94.98,29.2,29.1,47.6,29.5,2003.84,0.443269139,150.0,44.0,88.0,117,0.05,10.5,11.81985416,97.2,13.1,39.4386423,71.57,9.52,65.86,71.85,22.1,13.8,0.82,72.5,68.71079937,75.81538051,22.0,103.5,933.0,0.65,12.79142474,8.904109589,0.32,206.0,64.1,4.063770975,51.73259235,98.13119756,100,100,98.03984435,83.16326531,42.19653179,0.0,100.0,79.52446273,5.493507354,0.0,7.6,55.2,54.3,99.85,11.91685912,15.71978445,55.48,98.5125261,19.61483184,8.15,18.94,3.18,75.09,44.87,0
Puducherry,"Calendar Year (Jan - Dec), 2020",75,59,70,70,66,91,98,68,59,62,76,66,23,50,86,68,,,,,,9.69,3.4,32.8,84.75669722,96.01,2.2,12.7,0.0,,16.66666667,,2.0,,0.2,2.556818182,100.0,91.0,12.42236025,100.0,44.19354839,83.2,435.6,71.63355408,24.07157326,33.12482468,5.694125591,135.0525487,,,21.0,2.0024433,40.45959596,,10.7,4.66,15.36,0.128571429,3.365306122,,,1.9,10.8,0.0,10.21276596,1.710526316,0.657894737,100.0,98.0,56.34,,,27.8,,3546.34,1.09584535,,,54.0,314,0.16,32.5,9.702970297,100.0,7.2,,84.15,12.73,69.78,61.3,46.4,28.6,1.24,89.5,99.932341,92.57057949,11.0,12.1,,0.75,1.012658228,13.33333333,0.41,615.0,87.1,22.80141844,95.16994633,95.88550984,100,100,98.74125874,95.34883721,75.0,25.0,100.0,97.90026247,5.831706381,2.22,8.7,58.0,37.1,100.0,17.88250484,39.83214977,57.07,,29.64819008,20.85,25.23,3.28,72.97,,1
Punjab,"Calendar Year (Jan - Dec), 2020",69,73,77,60,45,66,100,57,69,68,91,71,51,48,76,68,,,,,,8.26,6.1,21.2,77.65969546,96.46,0.5,5.2,15.38,41.79,29.05982906,0.2,1.9,,0.1,14.64742268,99.5196926,102.0,76.02239533,93.40377842,88.79428874,97.0,255.0,78.89437528,4.110845483,18.01651268,4.020830331,100.0,16.04426919,4.713963433,18.0,37.72204676,10.41698461,3523.0,3.67,3.16,6.83,0.135915968,3.150291887,55.34876228,26.0,2.3,29.9,0.634602538,10.19384265,2.538410154,5.644622578,91.7,107.0,99.2,19.7,24.3,42.0,25.9,4693.24,2.574976715,129.0,23.0,89.0,196,0.08,7.9,15.40799626,98.5,13.5,56.32892057,71.5,11.52,68.14,61.55,29.5,23.4,1.35,79.4,99.93365227,86.84792742,13.0,41.5,890.0,0.67,11.39534884,5.128205128,0.26,190.0,80.9,1.548622557,80.68114137,92.4089014,100,100,98.06426636,94.10845793,165.8016682,78.98550725,100.0,141.6639425,4.607965914,7.61,8.0,51.9,70.3,100.0,22.93979257,24.39444647,52.32,100.0,13.78235152,19.39,22.54,3.46,122.19,84.32,1
